1  998.054  571.132  16.233  15.914  15.851  15.822  15.822  15.835  0.008  0.009  0.011  0.014  0.017  0.022
2  965.122  632.068  14.849  14.525  14.458  14.410  14.356  14.326  0.004  0.004  0.005  0.006  0.007  0.009
3  983.178  688.480  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF  INDEF
4  1203.533  601.752  18.206  18.048  18.234  18.586  19.269  20.549  0.044  0.062  0.106  0.196  0.474  1.925
5  1186.579  593.735  17.862  17.586  17.580  17.600  17.726  17.839  0.031  0.039  0.055  0.075  0.108  0.149
